idx,pfx,val
3696,408,1691
9285,408,1683
14874,408,1671
20463,408,1648
2052,409,1616
7642,409,1625
13231,409,1647
18820,409,1662
409,410,1654
5998,410,1633
11587,410,1606
17177,410,1589
22766,410,1618
4355,411,1643
9944,411,1659
15533,411,1652
21122,411,1632
2712,412,1633
8301,412,1696
13890,412,1713
19479,412,1701
1068,413,1682
6658,413,1704
12247,413,1740
17836,413,1730
23425,413,1714
5020,414,1700
10604,414,1680
16193,414,1718
21782,414,1725
3371,415,1709
8960,415,1689
14549,415,1658
20139,415,1623
1728,416,1661
7317,416,1683
12906,416,1682
18495,416,1666
84,417,1633
5674,417,1641
11263,417,1684
16852,417,1690
22441,417,1672
4030,418,1637
9620,418,1661
15209,418,1696
20798,418,1691
2387,419,1661
7977,419,1626
13566,419,1676
19155,419,1699
744,420,1679
6333,420,1644
11923,420,1635
17512,420,1670
23101,420,1685
4690,421,1666
10279,421,1630
15869,421,1623
21458,421,1657
3047,422,1669
8636,422,1656
14225,422,1624
19815,422,1599
1404,423,1633
6993,423,1649
12582,423,1651
18171,423,1623
23761,423,1586
5350,424,1624
10939,424,1646
16528,424,1650
22117,424,1626
3706,425,1595
9296,425,1612
14885,425,1640
20474,425,1655
2063,426,1646
7652,426,1618
13242,426,1602
18831,426,1638
420,427,1656
6009,427,1657
11598,427,1633
17187,427,1596
22777,427,1605
4366,428,1633
9955,428,1645
15544,428,1635
21133,428,1617
2722,429,1576
8312,429,1611
13901,429,1638
19490,429,1654
1079,430,1645
6668,430,1622
12258,430,1593
17847,430,1628
23436,430,1656
5025,431,1667
10614,431,1661
16203,431,1638
21792,431,1612
3382,432,1617
8971,432,1633
14560,432,1653
20149,432,1663
1738,433,1662
7327,433,1648
12916,433,1626
18505,433,1601
95,434,1599
5684,434,1619
11273,434,1641
16862,434,1647
22451,434,1650
4040,435,1635
9629,435,1614
15218,435,1573
20808,435,1585
2397,436,1601
7986,436,1606
13575,436,1601
19164,436,1581
753,437,1561
6342,437,1526
11932,437,1529
17521,437,1555
23110,437,1575
4699,438,1585
10288,438,1591
15877,438,1580
21466,438,1558
3056,439,1570
8645,439,1606
14234,439,1625
19823,439,1634
1412,440,1615
7001,440,1586
12591,440,1565
18180,440,1584
23769,440,1588
5358,441,1573
10947,441,1547
16536,441,1502
22126,441,1486
3715,442,1501
9304,442,1506
14893,442,1497
20482,442,1468
2071,443,1438
7661,443,1432
13250,443,1449
18839,443,1454
428,444,1443
6017,444,1418
11606,444,1389
17196,444,1389
22785,444,1401
4374,445,1398
9963,445,1372
15552,445,1330
21142,445,1321
2731,446,1331
8320,446,1322
13909,446,1305
19498,446,1276
1088,447,1263
6677,447,1284
12266,447,1278
17855,447,1270
23444,447,1250
5034,448,1251
10623,448,1281
16212,448,1283
21801,448,1288
3390,449,1278
8980,449,1282
14569,449,1317
20158,449,1332
1747,450,1338
7336,450,1330
12926,450,1325
18515,450,1358
104,451,1373
5693,451,1361
11282,451,1348
16872,451,1334
22461,451,1361
4050,452,1370
9639,452,1359
15228,452,1341
20817,452,1313
2407,453,1339
7996,453,1355
13585,453,1349
19174,453,1342
763,454,1324
6353,454,1323
11942,454,1352
17531,454,1362
23120,454,1362
4709,455,1353
10298,455,1333
15888,455,1348
21477,455,1377
3066,456,1384
8655,456,1368
14244,456,1347
19834,456,1337
1423,457,1355
7012,457,1362
12601,457,1338
18190,457,1312
23780,457,1277
5369,458,1296
10958,458,1283
16547,458,1265
22136,458,1236
3726,459,1204
9315,459,1212
14904,459,1212
20493,459,1202
2082,460,1180
7672,460,1152
13261,460,1176
18850,460,1187
439,461,1197
6028,461,1197
11617,461,1191
17207,461,1206
22796,461,1230
4385,462,1254
9974,462,1266
15563,462,1263
21152,462,1266
2742,463,1281
8331,463,1310
13920,463,1323
19509,463,1329
1098,464,1322
6687,464,1306
12277,464,1313
17866,464,1334
23455,464,1332
5044,465,1320
10633,465,1299
16223,465,1274
21812,465,1291
3401,466,1285
8990,466,1276
14579,466,1254
20168,466,1220
1758,467,1224
7347,467,1226
12936,467,1220
18525,467,1206
114,468,1184
5704,468,1167
11293,468,1177
16882,468,1182
22471,468,1179
4060,469,1162
9649,469,1134
15239,469,1138
20828,469,1145
2417,470,1141
8006,470,1126
13595,470,1099
19185,470,1103
774,471,1109
6363,471,1105
11952,471,1087
17542,471,1056
23131,471,1079
4720,472,1086
10309,472,1078
15898,472,1052
21488,472,1059
3077,473,1073
8666,473,1074
14255,473,1060
19845,473,1044
1434,474,1065
7023,474,1084
12612,474,1073
18201,474,1054
23791,474,1067
5380,475,1086
10969,475,1086
16558,475,1073
22148,475,1066
3737,476,1090
9326,476,1095
14915,476,1085
20499,476,1065
2094,477,1087
7683,477,1096
13272,477,1087
18861,477,1061
451,478,1082
6040,478,1095
11629,478,1088
17218,478,1062
22802,478,1078
4397,479,1089
9986,479,1079
15575,479,1039
21159,479,1064
2754,480,1063
8343,480,1046
13927,480,1018
19516,480,1026
1111,481,1016
6700,481,991
12284,481,979
17873,481,981
23468,481,968
5057,482,944
10641,482,944
16230,482,944
21825,482,935
3414,483,914
8998,483,914
14587,483,923
20176,483,917
1771,484,901
7355,484,897
12944,484,906
18533,484,900
128,485,883
5712,485,872
11301,485,875
16890,485,870
22485,485,852
4069,486,830
9658,486,836
15247,486,830
20836,486,808
2426,487,780
8015,487,789
13604,487,782
19193,487,763
783,488,736
6372,488,746
11961,488,741
17550,488,733
23139,488,706
4729,489,718
10318,489,725
15907,489,725
21496,489,708
3086,490,720
8675,490,737
14264,490,739
19853,490,737
1443,491,734
7032,491,753
12621,491,760
18210,491,757
23800,491,744
5389,492,763
10978,492,764
16567,492,753
22157,492,743
3746,493,751
9335,493,742
14924,493,717
20514,493,725
2103,494,722
7692,494,701
13282,494,698
18871,494,702
460,495,690
6050,495,676
11639,495,691
17228,495,690
22817,495,667
4407,496,695
9996,496,698
15585,496,691
21175,496,710
2764,497,721
8353,497,713
13943,497,736
19532,497,751
1121,498,743
6711,498,760
12300,498,775
17889,498,765
23479,498,788
5068,499,793
10657,499,773
16247,499,802
21836,499,802
3426,500,783
9015,500,813
14604,500,806
20194,500,802
1783,501,821
7372,501,812
12962,501,821
18551,501,838
146,502,824
5730,502,846
11325,502,861
16914,502,844
22498,502,869
4093,503,888
9682,503,870
15266,503,903
20861,503,921
2450,504,907
8040,504,935
13629,504,946
19213,504,929
808,505,959
6397,505,962
11981,505,951
17576,505,970
23165,505,966
4749,506,968
10344,506,983
15933,506,963
21517,506,981
3112,507,990
8696,507,973
14291,507,998
19880,507,1002
1464,508,997
7059,508,1018
12648,508,1012
18232,508,1024
23827,508,1035
5416,509,1012
11000,509,1043
16595,509,1039
22179,509,1035
3774,510,1052
9363,510,1033
14947,510,1042
20542,510,1043
2126,511,1021
7721,511,1037
13310,511,1015
18894,511,1018
489,512,1011
6073,512,983
11668,512,998
17257,512,963
22847,512,981
4436,513,958
10026,513,967
15615,513,962
21205,513,962
2794,514,968
8384,514,968
13973,514,988
19563,514,984
1152,515,1017
6742,515,1015
12331,515,1049
17921,515,1032
23510,515,1081
5099,516,1062
10689,516,1108
16278,516,1092
21868,516,1133
3457,517,1118
9047,517,1162
14636,517,1154
20226,517,1189
1815,518,1186
7405,518,1213
12994,518,1214
18584,518,1225
173,519,1234
5763,519,1228
11352,519,1249
16942,519,1238
22531,519,1260
4121,520,1235
9710,520,1265
15299,520,1228
20889,520,1265
2478,521,1237
8068,521,1264
13657,521,1247
19247,521,1258
836,522,1255
6426,522,1252
12015,522,1262
17605,522,1242
23194,522,1271
4783,523,1238
10373,523,1282
15962,523,1277
21552,523,1296
3141,524,1305
8731,524,1297
14320,524,1333
19909,524,1322
1499,525,1362
7088,525,1375
12678,525,1357
18267,525,1403
23856,525,1387
5446,526,1414
11035,526,1430
16624,526,1393
22214,526,1439
3803,527,1435
9393,527,1408
14982,527,1458
20571,527,1446
2161,528,1424
7750,528,1469
13339,528,1452
18929,528,1428
518,529,1471
6107,529,1457
11697,529,1429
17286,529,1471
22875,529,1470
4464,530,1423
10054,530,1473
15643,530,1469
21232,530,1429
2822,531,1470
8411,531,1475
14000,531,1430
19590,531,1470
1179,532,1475
6768,532,1428
12358,532,1473
17947,532,1476
23536,532,1429
5126,533,1482
10715,533,1481
16305,533,1444
21894,533,1495
3483,534,1479
9073,534,1470
14662,534,1510
20251,534,1483
1841,535,1496
7430,535,1523
13019,535,1481
18609,535,1519
198,536,1529
5788,536,1480
11377,536,1539
16966,536,1524
22556,536,1516
4145,537,1546
9734,537,1498
15324,537,1538
20913,537,1530
2503,538,1503
8092,538,1536
13681,538,1478
19271,538,1509
860,539,1482
6450,539,1470
12039,539,1478
17629,539,1426
23218,539,1460
4807,540,1404
10397,540,1446
15986,540,1409
21576,540,1444
3165,541,1423
8755,541,1453
14344,541,1451
19934,541,1475
1523,542,1492
7113,542,1502
12702,542,1527
18292,542,1509
23881,542,1564
5471,543,1520
11060,543,1590
16649,543,1540
22239,543,1613
3828,544,1582
9418,544,1637
15007,544,1612
20597,544,1660
2186,545,1642
7776,545,1696
13365,545,1673
18955,545,1730
544,546,1697
6134,546,1745
11723,546,1717
17313,546,1757
22902,546,1732
4492,547,1761
10081,547,1745
15671,547,1764
21260,547,1756
2855,548,1755
8439,548,1764
14034,548,1740
19618,548,1759
1207,549,1753
6802,549,1746
12386,549,1759
17975,549,1740
23570,549,1738
5154,550,1754
10743,550,1730
16333,550,1738
21922,550,1748
3511,551,1719
9101,551,1742
14690,551,1742
20285,551,1714
1869,552,1733
7458,552,1742
13047,552,1713
18637,552,1701
226,553,1741
5815,553,1723
11410,553,1697
16994,553,1725
22583,553,1732
4172,554,1705
9761,554,1666
15351,554,1697
20940,554,1714
2529,555,1687
8118,555,1642
13708,555,1662
19297,555,1696
886,556,1667
6475,556,1619
12065,556,1629
17654,556,1661
23243,556,1648
4832,557,1601
10422,557,1611
16011,557,1630
21600,557,1628
3189,558,1581
8779,558,1598
14368,558,1619
19957,558,1604
1546,559,1546
7136,559,1586
12725,559,1600
18314,559,1573
23904,559,1553
5493,560,1585
11082,560,1573
16671,560,1516
22261,560,1558
3850,561,1570
9439,561,1521
15029,561,1530
20618,561,1552
2207,562,1514
7797,562,1507
13386,562,1533
18975,562,1499
565,563,1484
6154,563,1512
11743,563,1478
17333,563,1461
22922,563,1484
4511,564,1446
10101,564,1444
15690,564,1462
21279,564,1411
2869,565,1430
8458,565,1419
14048,565,1374
19637,565,1414
1226,566,1378
6816,566,1370
12405,566,1376
17995,566,1327
23584,566,1366
5173,567,1334
10763,567,1336
16352,567,1331
21942,567,1297
3531,568,1314
9120,568,1284
14710,568,1306
20299,568,1283
1889,569,1277
7478,569,1273
13068,569,1244
18657,569,1254
247,570,1209
5836,570,1236
11425,570,1194
17015,570,1207
22604,570,1183
4194,571,1186
9783,571,1169
15373,571,1165
20962,571,1158
2552,572,1149
8141,572,1154
13731,572,1135
19320,572,1157
910,573,1119
6499,573,1153
12088,573,1120
17678,573,1142
23267,573,1127
4857,574,1135
10446,574,1134
16036,574,1118
21625,574,1135
3215,575,1111
8804,575,1134
14394,575,1101
19983,575,1142
1572,576,1118
7162,576,1153
12751,576,1147
18341,576,1168
23930,576,1180
5520,577,1177
11109,577,1209
16699,577,1185
22288,577,1228
3877,578,1216
9467,578,1232
15056,578,1244
20646,578,1225
2235,579,1251
7824,579,1235
13414,579,1246
19003,579,1250
593,580,1225
6182,580,1256
11771,580,1244
17361,580,1259
22950,580,1259
4539,581,1227
10129,581,1260
15718,581,1257
21308,581,1240
2897,582,1263
8486,582,1250
14076,582,1251
19665,582,1261
1254,583,1238
6844,583,1249
12433,583,1250
18022,583,1214
23612,583,1237
5201,584,1241
10791,584,1198
16380,584,1225
21969,584,1223
3559,585,1172
9148,585,1206
14737,585,1198
20327,585,1157
1916,586,1181
7505,586,1167
13095,586,1128
18684,586,1144
273,587,1126
5863,587,1093
11452,587,1109
17041,587,1080
22631,587,1063
4220,588,1066
9809,588,1036
15399,588,1030
20988,588,1028
2577,589,988
8167,589,998
13756,589,987
19346,589,955
935,590,966
6524,590,944
12114,590,931
17703,590,937
23298,590,895
4882,591,915
10471,591,900
16061,591,890
21650,591,898
3240,592,862
8829,592,886
14424,592,858
20008,592,866
1597,593,864
7187,593,842
12776,593,856
18366,593,816
23955,593,846
5544,594,820
11134,594,838
16723,594,818
22313,594,834
3902,595,826
9492,595,844
15081,595,861
20671,595,857
2260,596,881
7850,596,867
13439,596,898
19029,596,864
618,597,902
6213,597,867
11797,597,887
17386,597,846
22976,597,857
4565,598,821
10155,598,816
15744,598,771
21334,598,773
2923,599,736
8519,599,735
14108,599,711
19692,599,725
1281,600,698
6871,600,711
12460,600,685
18050,600,695
23639,600,665
5229,601,662
10818,601,621
16408,601,615
21998,601,584
3587,602,575
9177,602,577
14766,602,571
20356,602,601
1940,603,618
7535,603,646
13119,603,669
18708,603,692
298,604,711
5887,604,737
11477,604,737
17066,604,767
22656,604,750
4251,605,788
9840,605,769
15430,605,796
21019,605,783
2609,606,803
8198,606,794
13788,606,806
19377,606,802
967,607,808
6556,607,802
12146,607,797
17735,607,806
23325,607,784
4914,608,795
10504,608,768
16093,608,789
21683,608,754
3272,609,782
8867,609,755
14451,609,772
20040,609,757
1630,610,758
7219,610,755
12809,610,734
18398,610,740
23987,610,724
5577,611,732
11166,611,717
16756,611,711
22345,611,707
3935,612,682
9524,612,695
15113,612,683
20703,612,680
2292,613,685
7876,613,665
13471,613,681
19060,613,671
650,614,670
6239,614,678
11828,614,661
17418,614,672
23007,614,674
4591,615,665
10186,615,680
15775,615,663
21365,615,677
2954,616,684
8544,616,673
14133,616,687
19722,616,685
1306,617,683
6901,617,696
12490,617,679
18080,617,694
23669,617,695
5265,618,683
10848,618,703
16437,618,689
22027,618,700
3616,619,714
9206,619,700
14801,619,710
20384,619,702
1974,620,714
7563,620,713
13152,620,689
18742,620,702
331,621,696
5921,621,671
11510,621,678
17099,621,657
22689,621,646
4278,622,636
9868,622,603
15457,622,610
21046,622,584
2636,623,578
8225,623,567
13815,623,556
19404,623,558
1000,624,542
6583,624,554
12178,624,543
17762,624,560
23351,624,558
4941,625,566
10530,625,566
16114,625,565
21709,625,569
3293,626,559
8888,626,564
14472,626,550
20061,626,557
1651,627,545
7240,627,562
12830,627,553
18419,627,572
9,628,567
5598,628,599
11187,628,584
16777,628,615
22366,628,612
3956,629,635
9545,629,637
15135,629,654
20724,629,661
2314,630,676
7903,630,688
13493,630,689
19082,630,705
672,631,689
6261,631,710
11850,631,689
17440,631,711
23029,631,687
4619,632,699
10208,632,693
15798,632,704
21387,632,698
2977,633,702
8566,633,712
14156,633,706
19745,633,722
1340,634,705
6924,634,729
12513,634,712
18103,634,712
23692,634,706
5282,635,687
10871,635,687
16466,635,663
22056,635,669
3645,636,649
9235,636,647
14830,636,645
20408,636,638
2009,637,646
7587,637,643
13182,637,659
18766,637,651
355,638,676
5950,638,675
11534,638,696
17123,638,702
22713,638,712
4302,639,724
9886,639,728
15481,639,740
21070,639,735
2654,640,742
8249,640,747
13827,640,750
19422,640,746
1006,641,744
6595,641,753
12179,641,744
17774,641,748
23363,641,743
4947,642,741
10542,642,746
16126,642,742
21715,642,744
3310,643,747
8894,643,754
14489,643,750
20073,643,737
1662,644,745
7257,644,746
12841,644,746
18436,644,746
31,645,730
5615,645,725
11204,645,732
16805,645,721
22383,645,726
3984,646,720
9568,646,712
15163,646,719
20752,646,706
2342,647,706
7931,647,709
13515,647,686
19110,647,702
705,648,688
6289,648,691
11884,648,686
17468,648,668
23057,648,682
4652,649,670
10236,649,674
15831,649,672
21415,649,663
3010,650,670
8599,650,657
14183,650,663
19778,650,666
1362,651,657
6957,651,667
12541,651,650
18136,651,661
23725,651,648
5315,652,649
10904,652,647
16488,652,643
22083,652,641
3667,653,637
9262,653,636
14846,653,630
20441,653,634
2025,654,630
7620,654,642
13204,654,638
18793,654,655
388,655,648
5972,655,669
11567,655,664
17151,655,675
22740,655,680
4330,656,686
9919,656,696
15503,656,691
21098,656,705
2687,657,698
8271,657,708
13866,657,713
19444,657,710
1045,658,722
6623,658,720
12218,658,723
17813,658,728
23397,658,733
4986,659,734
10581,659,735
16165,659,748
21760,659,747
3338,660,745
8933,660,755
14528,660,762
20106,660,767
1701,661,783
7296,661,777
12880,661,778
18469,661,781
64,662,784
5648,662,786
11243,662,782
16832,662,771
22416,662,781
4011,663,767
9595,663,760
15190,663,753
20768,663,743
2363,664,735
7941,664,725
13536,664,720
19120,664,712
715,665,711
6299,665,710
11894,665,702
17478,665,702
23067,665,707
4657,666,708
10246,666,712
15830,666,704
21425,666,719
3020,667,711
8604,667,721
14199,667,718
19783,667,728
1378,668,725
6973,668,717
12568,668,724
18152,668,724
23747,668,730
5331,669,732
10926,669,733
16510,669,716
22105,669,724
3689,670,697
9284,670,707
14868,670,680
20463,670,684
2053,671,665
7648,671,664
13232,671,658
18827,671,658
411,672,650
6006,672,656
11596,672,653
17191,672,665
22775,672,663
4370,673,670
9954,673,673
15549,673,670
21133,673,683
2728,674,682
8312,674,685
13907,674,685
19491,674,692
1086,675,690
6670,675,695
12265,675,690
17849,675,690
23438,675,686
5022,676,681
10617,676,680
16201,676,681
21796,676,679
3380,677,684
8975,677,685
14559,677,682
20154,677,683
1738,678,678
7333,678,676
12917,678,664
18512,678,664
96,679,648
5691,679,653
11281,679,641
16876,679,649
22454,679,630
4049,680,642
9644,680,625
15228,680,632
20823,680,618
2407,681,620
8002,681,611
13580,681,613
19175,681,613
759,682,617
6354,682,616
11938,682,617
17527,682,624
23122,682,614
4706,683,623
10301,683,618
15879,683,608
21474,683,619
3058,684,608
8653,684,609
14242,684,602
19826,684,596
1421,685,594
7010,685,575
12594,685,577
18189,685,572
23762,685,560
5351,686,561
10935,686,554
16530,686,551
22119,686,550
3703,687,555
9298,687,554
14882,687,553
20471,687,559
2066,688,561
7650,688,567
13239,688,571
18823,688,572
418,689,573
6007,689,572
11602,689,574
17186,689,569
22775,689,570
4370,690,568
9954,690,564
15543,690,571
21127,690,560
2722,691,559
8311,691,563
13895,691,555
19484,691,556
1079,692,555
6657,692,547
12252,692,547
17836,692,542
23425,692,544
5020,693,539
10609,693,534
16193,693,539
21782,693,536
3377,694,535
8972,694,529
14550,694,535
20145,694,531
1734,695,530
7329,695,529
12907,695,531
18502,695,527
91,696,526
5675,696,525
11264,696,527
16859,696,523
22448,696,514
4032,697,523
9621,697,518
15216,697,513
20800,697,510
2389,698,515
7978,698,507
13573,698,500
19157,698,505
746,699,510
6341,699,500
11925,699,501
17514,699,507
23103,699,507
4687,700,498
10282,700,510
15871,700,514
21460,700,502
3050,701,510
8639,701,519
14228,701,515
19812,701,511
1407,702,526
6996,702,532
12580,702,526
18175,702,544
23764,702,550
5348,703,542
10943,703,560
16532,703,567
22116,703,559
3711,704,578
9300,704,588
14895,704,579
20479,704,589
2068,705,600
7657,705,592
13247,705,598
18836,705,606
