range
5.1265869565217415
5.1135434782608655
5.093978260869562
5.083108695652179
5.07713043478261
5.077673913043476
5.071695652173915
5.058652173913039
5.051586956521739
5.043978260869565
5.032565217391301
5.020608695652172
5.010282608695654
5.01082608695652
5.015173913043476
5.016804347826088
5.021152173913045
5.016804347826088
5.0195217391304325
5.016260869565215
5.01082608695652
5.005391304347825
4.995608695652173
4.99180434782609
4.977673913043475
4.979304347826087
4.9706086956521744
4.9706086956521744
4.97115217391304
4.974413043478258
4.968978260869569
4.962456521739128
4.954847826086954
4.936913043478256
4.937456521739129
4.929847826086956
4.927673913043478
4.93636956521739
4.942347826086959
4.9390869565217415
4.938000000000002
4.934195652173912
4.915717391304348
4.90865217391304
4.904847826086957
4.897239130434784
4.891804347826088
4.884195652173915
4.888543478260871
4.890173913043476
4.8950652173912985
4.8950652173912985
4.887456521739125
4.888543478260871
4.883108695652169
4.871152173913039
4.869521739130434
4.87386956521739
4.873326086956524
4.884195652173915
4.890173913043476
4.90865217391304
4.923326086956521
4.934195652173912
4.941804347826086
4.935282608695651
4.929847826086956
4.930934782608695
4.9390869565217415
4.954304347826088
4.968434782608696
4.98310869565217
4.985282608695648
4.981478260869565
4.97984782608696
4.974956521739131
4.9706086956521744
4.9706086956521744
4.977130434782609
4.984739130434782
4.996152173913046
4.999956521739129
5.004847826086959
5.00376086956522
4.993434782608695
4.985282608695648
4.982565217391304
4.978760869565214
4.980934782608699
4.983652173913043
4.991260869565217
5.001586956521734
5.0032173913043465
4.99886956521739
4.99180434782609
4.983652173913043
4.973326086956519
4.968434782608696
4.967891304347823
4.968434782608696
4.9706086956521744
4.97604347826087
4.978760869565214
4.98310869565217
4.979304347826087
4.976586956521743
4.966804347826084
4.959739130434784
4.953217391304349
4.949413043478259
4.950499999999998
4.9559347826086935
4.962456521739128
4.964630434782613
4.969521739130435
4.965717391304345
4.966804347826084
4.95702173913044
4.947782608695654
4.946152173913042
4.942891304347825
4.947782608695654
4.951043478260871
4.958652173913045
4.965173913043479
4.972782608695653
4.965173913043479
4.958652173913045
4.954847826086954
4.945065217391303
4.940173913043473
4.940173913043473
4.9412608695652125
4.94452173913043
4.951043478260871
4.95702173913044
4.958108695652172
4.953760869565215
4.951586956521737
4.945608695652176
4.940173913043473
4.9390869565217415
4.93636956521739
4.942347826086959
4.9553913043478275
4.978217391304348
5.006478260869571
5.032565217391301
5.077673913043476
5.110826086956521
5.13582608695652
5.145065217391306
5.146695652173911
5.14452173913044
5.1282173913043465
5.108652173913043
5.086913043478262
5.057565217391307
5.030934782608696
5.0026739130434805
4.972239130434787
4.928760869565217
4.883108695652169
4.836369565217389
4.786369565217392
4.75702173913043
4.729304347826087
4.71028260869565
4.69832608695652
4.701043478260871
4.703217391304342
4.7053913043478275
4.723326086956526
4.739630434782612
4.759195652173915
4.78365217391304
4.810826086956517
4.844521739130435
4.871152173913039
4.891804347826088
4.9249565217391265
4.946695652173915
4.972239130434787
4.997782608695651
5.018434782608701
5.031478260869562
5.037456521739131
5.0331086956521744
5.009739130434781
4.985282608695648
4.959195652173911
4.931478260869568
4.8950652173912985
4.860282608695648
4.817347826086959
4.775500000000001
4.741804347826083
4.723326086956526
4.718434782608696
4.725499999999997
4.7450652173913
4.76082608695652
4.779847826086957
4.8004999999999995
4.822239130434781
4.848869565217392
4.877130434782607
4.907021739130435
4.943978260869564
4.974956521739131
4.994521739130434
5.0032173913043465
4.999413043478263
4.991260869565217
4.973326086956519
4.9559347826086935
4.926586956521739
4.899413043478262
4.875499999999995
4.8456086956521744
4.818978260869564
4.790717391304348
4.774413043478262
4.747239130434785
4.73310869565217
4.72115217391304
4.732021739130438
4.751043478260868
4.777673913043479
4.809195652173912
4.838000000000001
4.870065217391307
4.903217391304352
4.935826086956524
4.963543478260867
4.982565217391304
4.988543478260873
4.986369565217387
4.969521739130435
4.953760869565215
4.930391304347829
4.9091956521739135
4.883652173913042
4.853217391304348
4.818978260869564
4.790173913043475
4.758108695652176
4.7222391304347795
4.692347826086952
4.679304347826083
4.676586956521739
4.6901739130434805
4.71028260869565
4.732565217391304
4.762999999999998
4.793978260869565
4.822239130434781
4.854847826086953
4.890173913043476
4.915173913043482
4.9412608695652125
4.964086956521733
4.972239130434787
4.974413043478258
4.970065217391301
4.965717391304345
4.954847826086954
4.935826086956524
4.9081086956521744
4.8776739130434805
4.8466956521739135
4.8157173913043465
4.786913043478258
4.752130434782607
4.729304347826087
4.710826086956523
4.7053913043478275
4.703760869565215
4.713000000000001
4.727673913043482
4.750500000000002
4.771152173913045
4.797239130434782
4.832565217391306
4.859739130434782
4.8928913043478275
4.9249565217391265
4.951586956521737
4.974413043478258
4.990717391304344
4.99886956521739
4.999413043478263
4.996695652173912
4.98310869565217
4.978217391304348
4.965173913043479
4.943978260869564
4.930391304347829
4.902673913043479
4.8776739130434805
4.852130434782609
4.8314782608695666
4.811913043478263
4.793978260869565
4.777130434782613
4.764630434782603
4.7532173913043465
4.755391304347825
4.754847826086959
4.7684347826086935
4.790173913043475
4.811913043478263
4.843978260869562
4.8782173913043465
4.915717391304348
4.950499999999998
4.984739130434782
5.017347826086954
5.047239130434782
5.066804347826086
5.075500000000005
5.0803913043478275
5.076043478260871
5.069521739130437
5.056478260869568
5.041260869565221
5.01789130434782
4.996695652173912
4.964086956521733
4.939630434782607
4.899413043478262
4.864630434782605
4.8314782608695666
4.803760869565217
4.773869565217389
4.762999999999998
4.766804347826088
4.776586956521733
4.782021739130435
4.796695652173916
4.813543478260868
4.842891304347823
4.875499999999995
4.91354347826087
4.947782608695654
4.985282608695648
5.020065217391306
5.052130434782605
5.070065217391303
5.08908695652174
5.086369565217389
5.077673913043476
5.057565217391307
5.028217391304345
5.005934782608691
4.97984782608696
4.952673913043476
4.920065217391304
4.883108695652169
4.85104347826087
4.817891304347825
4.8004999999999995
4.790173913043475
4.798326086956521
4.806478260869561
4.812456521739129
4.826586956521744
4.843434782608696
4.8461521739130475
4.848326086956519
4.841260869565218
4.82713043478261
4.820608695652176
4.817891304347825
4.8151739130434805
4.803760869565217
4.797782608695648
4.793978260869565
